0.5	1	0
1	0.982456	0.000545303
1.5	0.91655	0.001450157
2	0.551594	0.011556765
2.5	0.219447	0.017318878
3	0.116805	0.015129317
3.5	0.075299	0.012827147
4	0.054908	0.011262484
4.5	0.053036	0.010095793
5	0.050097	0.009368342
5.5	0.043156	0.008889447
6	0.041878	0.00855589
6.5	0.036843	0.008219107
7	0.0362	0.007940764
