0.5	-0.988281	0
1	-0.982215	0.000140595
1.5	-0.905959	0.000971641
2	-0.610747	0.006293944
2.5	-0.3768	0.002846145
3	-0.26739	0.00734518
3.5	-0.20226	0.006654349
4	-0.158252	0.006301724
4.5	-0.126331	0.005930504
5	-0.102043	0.005693997
5.5	-0.082102	0.005527029
6	-0.066373	0.005434437
6.5	-0.052541	0.005278948
7	-0.041341	0.005184364
