0.5	-0.969786	0.000144295
1	-0.967212	0.000223984
1.5	-0.894167	0.001014617
2	-0.58669	0.004145272
2.5	-0.350531	0.004231697
3	-0.253074	0.003703849
3.5	-0.195229	0.003290982
4	-0.154116	0.002933044
4.5	-0.124244	0.002696822
5	-0.100963	0.002701091
5.5	-0.082127	0.002446749
6	-0.066619	0.002442006
6.5	-0.05336	0.002337081
7	-0.04284	0.002243921
