0.4218750000	0.4218750000
0.2968750000	0.2968750000
0.1367187500	0.1367187500
0.1250000000	0.1250000000
0.0742187500	0.0742187500
0.0703125000	0.0703125000
0.0898437500	0.0898437500
0.1015625000	0.1015625000
0.1132812500	0.1132812500
0.0507812500	0.0507812500
0.0664062500	0.0664062500
0.0429687500	0.0429687500
0.0000000000	0.0000000000
0.0625000000	0.0625000000
0.0820312500	0.0820312500
0.0781250000	0.0781250000
0.0468750000	0.0468750000
0.0429687500	0.0429687500
0.0703125000	0.0703125000
0.0820312500	0.0820312500
0.0625000000	0.0625000000
0.0585937500	0.0585937500
0.0195312500	0.0195312500
0.0742187500	0.0742187500
0.0546875000	0.0546875000
0.0937500000	0.0937500000
0.0703125000	0.0703125000
0.0664062500	0.0664062500
0.0390625000	0.0390625000
0.0507812500	0.0507812500
0.0195312500	0.0195312500
0.0234375000	0.0234375000
0.0585937500	0.0585937500
0.0429687500	0.0429687500
0.0429687500	0.0429687500
0.1093750000	0.1093750000
0.1015625000	0.1015625000
0.0898437500	0.0898437500
0.1132812500	0.1132812500
0.0429687500	0.0429687500
0.0976562500	0.0976562500
0.0664062500	0.0664062500
0.0703125000	0.0703125000
0.1210937500	0.1210937500
0.0664062500	0.0664062500
0.0781250000	0.0781250000
0.1015625000	0.1015625000
0.0859375000	0.0859375000
0.0898437500	0.0898437500
0.1015625000	0.1015625000
0.1171875000	0.1171875000
0.0468750000	0.0468750000
0.0625000000	0.0625000000
0.0703125000	0.0703125000
0.1445312500	0.1445312500
0.0742187500	0.0742187500
0.0390625000	0.0390625000
0.1289062500	0.1289062500
0.0429687500	0.0429687500
0.0234375000	0.0234375000
0.0781250000	0.0781250000
0.0898437500	0.0898437500
0.1093750000	0.1093750000
0.1054687500	0.1054687500
0.0859375000	0.0859375000
0.1132812500	0.1132812500
0.0820312500	0.0820312500
0.0742187500	0.0742187500
0.1171875000	0.1171875000
0.0390625000	0.0390625000
0.0859375000	0.0859375000
0.0859375000	0.0859375000
0.0820312500	0.0820312500
0.0937500000	0.0937500000
0.0937500000	0.0937500000
0.0859375000	0.0859375000
0.1289062500	0.1289062500
0.1445312500	0.1445312500
0.1132812500	0.1132812500
0.1015625000	0.1015625000
0.0937500000	0.0937500000
0.1328125000	0.1328125000
0.0390625000	0.0390625000
0.0742187500	0.0742187500
0.0781250000	0.0781250000
0.0507812500	0.0507812500
0.0703125000	0.0703125000
0.1054687500	0.1054687500
0.1015625000	0.1015625000
0.1132812500	0.1132812500
0.0898437500	0.0898437500
0.0937500000	0.0937500000
0.0585937500	0.0585937500
0.0585937500	0.0585937500
0.1093750000	0.1093750000
0.0742187500	0.0742187500
0.0117187500	0.0117187500
0.0546875000	0.0546875000
0.0468750000	0.0468750000
0.0742187500	0.0742187500
0.0703125000	0.0703125000
0.0781250000	0.0781250000
0.0937500000	0.0937500000
0.0351562500	0.0351562500
0.0859375000	0.0859375000
0.0273437500	0.0273437500
0.0742187500	0.0742187500
0.0351562500	0.0351562500
0.0781250000	0.0781250000
0.0546875000	0.0546875000
0.0546875000	0.0546875000
0.0546875000	0.0546875000
0.0507812500	0.0507812500
0.0546875000	0.0546875000
0.0898437500	0.0898437500
0.0859375000	0.0859375000
0.0898437500	0.0898437500
0.0546875000	0.0546875000
0.1210937500	0.1210937500
0.0937500000	0.0937500000
0.0937500000	0.0937500000
0.0625000000	0.0625000000
0.0625000000	0.0625000000
0.0625000000	0.0625000000
0.0703125000	0.0703125000
0.0351562500	0.0351562500
0.0195312500	0.0195312500
0.0468750000	0.0468750000
0.0781250000	0.0781250000
0.0312500000	0.0312500000
0.0156250000	0.0156250000
0.0312500000	0.0312500000
0.0898437500	0.0898437500
0.0781250000	0.0781250000
0.0937500000	0.0937500000
0.0703125000	0.0703125000
0.0820312500	0.0820312500
0.0859375000	0.0859375000
0.0703125000	0.0703125000
0.1328125000	0.1328125000
0.0742187500	0.0742187500
0.1093750000	0.1093750000
0.1328125000	0.1328125000
0.0664062500	0.0664062500
0.0585937500	0.0585937500
0.0742187500	0.0742187500
0.0898437500	0.0898437500
0.0664062500	0.0664062500
0.0507812500	0.0507812500
0.0390625000	0.0390625000
0.0898437500	0.0898437500
0.0937500000	0.0937500000
0.1132812500	0.1132812500
0.0859375000	0.0859375000
0.0937500000	0.0937500000
0.1054687500	0.1054687500
0.0546875000	0.0546875000
0.0820312500	0.0820312500
0.0546875000	0.0546875000
0.0820312500	0.0820312500
0.1328125000	0.1328125000
0.0937500000	0.0937500000
0.0820312500	0.0820312500
0.0546875000	0.0546875000
0.0078125000	0.0078125000
0.0312500000	0.0312500000
0.0390625000	0.0390625000
0.1210937500	0.1210937500
0.1093750000	0.1093750000
0.1289062500	0.1289062500
0.1406250000	0.1406250000
0.1093750000	0.1093750000
0.0937500000	0.0937500000
0.1093750000	0.1093750000
0.0937500000	0.0937500000
0.1250000000	0.1250000000
0.1015625000	0.1015625000
0.0742187500	0.0742187500
0.0976562500	0.0976562500
0.0781250000	0.0781250000
0.0429687500	0.0429687500
0.0507812500	0.0507812500
0.0429687500	0.0429687500
0.0898437500	0.0898437500
0.0820312500	0.0820312500
