0.5	0.630375	0.012113168
1	0.6785	0.010902838
1.5	0.576125	0.010001778
2	0.508813	0.014554699
2.5	0.49625	0.011027305
3	0.498469	0.010572032
3.5	0.500437	0.009579899
4	0.500625	0.009374793
4.5	0.500031	0.008994656
5	0.4995	0.008736235
5.5	0.499063	0.008894475
6	0.500406	0.008115132
6.5	0.499844	0.008583592
7	0.498719	0.008368146
