0.5	0	0
1	0.15679	0.003019659
1.5	5.154868	0.166036464
2	71.640611	1.138211817
2.5	104.59293	2.272222104
3	82.458063	3.040570194
3.5	58.370302	2.799984395
4	44.976471	2.655948845
4.5	33.417543	2.169218341
5	26.184108	1.841408132
5.5	20.926341	1.532416669
6	17.414806	1.32767886
6.5	14.488399	1.165069705
7	12.158075	0.991869259
