0 749.8199614380 42.9722819100
1 749.8115865016 42.9946116683
2 749.8026052132 43.0194214025
3 749.7926606888 43.0323873855
4 749.7817645025 43.0648630121
5 749.7697086393 43.0940654716
6 749.7563623952 43.1236743104
7 749.7416959188 43.1702847859
8 749.7254811378 43.2097967940
9 749.7076630636 43.2590269512
10 749.6881392872 43.3194886899
11 749.6666965509 43.3732143760
12 749.6433097227 43.4434317574
13 749.6177929154 43.5169615352
14 749.5899744493 43.5888883633
15 749.5598020082 43.6795286105
16 749.5270177589 43.7666538131
17 749.4914918669 43.8606179816
18 749.4530884672 43.9704680111
19 749.4115057479 44.0742833070
20 749.3666252349 44.1938101180
21 749.3181913488 44.3229861413
22 749.2658890345 44.4495074905
23 749.2095604864 44.5980893860
24 749.1488261327 44.7497016975
25 749.0833780561 44.9073298519
26 749.0129663197 45.0889154783
27 748.9371151051 45.2697379933
28 748.8555252464 45.4680145967
29 748.7678174516 45.6873642115
30 748.6734692825 45.9073060668
31 748.5721698518 46.1552460788
32 748.4634015970 46.4180524632
33 748.3466486173 46.6885742218
34 748.2215484998 46.9930986121
35 748.0874697173 47.3059673672
36 747.9439368337 47.6378628941
37 747.7904878994 48.0030551523
38 747.6264288268 48.3733569537
39 747.4513204232 48.7746318552
40 747.2645637185 49.2023090979
41 747.0654623466 49.6377533078
42 746.8535666157 50.1124722472
43 746.6281327970 50.6038496643
44 746.3885063602 51.1116773253
45 746.1341539313 51.6603227427
46 745.8642182785 52.2178372723
47 745.5780940111 52.8037876283
48 745.2750962016 53.4249226738
49 744.9543169966 54.0531226662
50 744.6151653367 54.7205277822
51 744.2567755730 55.4128620764
52 743.8782615793 56.1177711338
53 743.4789835671 56.8671016769
54 743.0579240871 57.6308869670
55 742.6142727601 58.4180502668
56 742.1472775424 59.2470418345
57 741.6558521845 60.0841327616
58 741.1392760753 60.9561945406
59 740.5966515663 61.8604795314
60 740.0269338731 62.7730697497
61 739.4294603906 63.7279428967
62 738.8032061551 64.7019535675
63 738.1472657429 65.6905711312
64 737.4609715179 66.7209950827
65 736.7432443647 67.7587860160
66 735.9933672764 68.8203933576
67 735.2106046565 69.9150549437
68 734.3939333037 71.0106686764
69 733.5428077625 72.1376171314
70 732.6563982583 73.2833008950
71 731.7338504052 74.4304497095
72 730.7747191569 75.6106573337
73 729.7781165623 76.7944387068
74 728.7434352229 77.9855829997
75 727.6702424151 79.2038021729
76 726.5576910370 80.4143284548
77 725.4054385979 81.6395477294
78 724.2130072861 82.8791814976
79 722.9797255011 84.1065694548
80 721.7054714266 85.3527675075
81 720.3897320805 86.5975474140
82 719.0321355410 87.8320948144
83 717.6326980166 89.0829758364
84 716.1909570174 90.3179584402
85 714.7069081858 91.5483905474
86 713.1806252017 92.7853390254
87 711.6118324557 93.9970086435
88 710.0008794950 95.2091425965
89 708.3478599287 96.4127718092
90 706.6528231216 97.5883954257
91 704.9163850732 98.7648755418
92 703.1386887000 99.9167306028
93 701.3201953552 101.0433674280
94 699.4616654127 102.1646372342
95 697.5633830364 103.2484673816
96 695.6262234392 104.3121219086
97 693.6509893570 105.3582778883
98 691.6382281694 106.3604676187
99 689.5891452601 107.3457875986
100 687.5045500839 108.2986275238
101 685.3853565246 109.2077319519
102 683.2329642724 110.0984334485
103 681.0482364830 110.9429717762
104 678.8324927746 111.7486472436
105 676.5871927331 112.5285389413
106 674.3133626469 113.2534981075
107 672.0126834116 113.9454029252
108 669.6865952716 114.5998307117
109 667.3364096139 115.1973195542
110 664.9640472254 115.7648176200
111 662.5709208039 116.2821996923
112 660.1586881065 116.7465713998
113 657.7293419085 117.1786598296
114 655.2843274792 117.5505960449
115 652.8256351558 117.8764446831
116 650.3552067942 118.1625861544
117 647.8746355406 118.3846014990
118 645.3861414930 118.5673686156
119 642.8915330527 118.7004736240
120 640.3926062490 118.7721034531
121 637.8916235108 118.8075051597
122 635.3902652656 118.7840135126
123 632.8905509499 118.7069988992
124 630.3946210325 118.5922076577
125 627.9040857353 118.4138721663
126 625.4210879730 118.1916560203
127 622.9475141298 117.9256613583
128 620.4850030318 117.5977196847
129 618.0357081444 117.2342975907
130 615.6012427079 116.8205105777
131 613.1833067352 116.3525904648
132 610.7838734814 115.8527360032
133 608.4043334136 115.2975799463
134 606.0464677962 114.6999481718
135 603.7119748554 114.0699691653
136 601.4021089740 113.3853852269
137 599.1186051746 112.6696514678
138 596.8628109860 111.9170552431
139 594.6359608462 111.1164567225
140 592.4396518711 110.2937377872
141 590.2748998761 109.4303272352
142 588.1429064669 108.5299436547
143 586.0449754473 107.6105006927
144 583.9819002200 106.6495883226
145 581.9548492382 105.6655875318
146 579.9647413061 104.6617694478
147 578.0121964293 103.6204441176
148 576.0982379572 102.5672989012
149 574.2234295247 101.4915895275
150 572.3883166019 100.3888361088
151 570.5936408535 99.2815363033
152 568.8396330139 98.1491330369
153 567.1267854348 97.0028474228
154 565.4555202510 95.8548690716
155 563.8258463936 94.6841860300
156 562.2381224618 93.5123876510
157 560.6924139765 92.3368435473
158 559.1886421506 91.1463111764
159 557.7269882574 89.9652656613
160 556.3071861316 88.7775463725
161 554.9290965343 87.5856726815
162 553.5926747526 86.4083206843
163 552.2974558742 85.2245177209
164 551.0432347832 84.0493775401
165 549.8296747337 82.8878129905
166 548.6562225709 81.7235789067
167 547.5226049248 80.5797454069
168 546.4282172980 79.4464309269
169 545.3724605309 78.3178432234
170 544.3549342736 77.2159331838
171 543.3748734438 76.1224834513
172 542.4316709239 75.0447021105
173 541.5247258835 73.9937171643
174 540.6531989911 72.9511288170
175 539.8164986277 71.9354831782
176 539.0138334986 70.9436402530
177 538.2443390355 69.9634968374
178 537.5073958899 69.0171338487
179 536.8021056414 68.0910603284
180 536.1276359903 67.1843614207
181 535.4832689261 66.3122584595
182 534.8680723811 65.4574647227
183 534.2812959691 64.6317274180
184 533.7221127793 63.8376538788
185 533.1895981328 63.0600571875
186 532.6830692759 62.3183103407
187 532.2016519736 61.6041140888
188 531.7444762423 60.9097491049
189 531.3108588137 60.2522608891
190 530.8999437933 59.6179106851
191 530.5109740622 59.0103875174
192 530.1432223327 58.4364230461
193 529.7958777773 57.8817269657
194 529.4683154873 57.3603932689
195 529.1597935605 56.8681728347
196 528.8695602780 56.3940978052
197 528.5970741351 55.9551991583
198 528.3416434642 55.5413623849
199 528.1026121631 55.1488623042
200 527.8794501071 54.7880485589
201 527.6715550320 54.4482584049
202 527.4784174081 54.1356480458
203 527.2995042677 53.8494828789
204 527.1343029404 53.5811080315
205 526.9824556747 53.3444820412
206 526.8434666629 53.1310000131
